approach,fold,metric,num_solvers_in_schedule,result,scenario_name
sbs,10.0,number_unsolved_instances_False,,0.09,MAXSAT12-PMS
sbs,10.0,number_unsolved_instances_True,,0.09,MAXSAT12-PMS
sbs,10.0,par10,,3677.43,MIP-2016
oracle,10.0,par10,,281.95,MIP-2016
sbs,10.0,number_unsolved_instances_False,,0.05,MIP-2016
sbs,10.0,number_unsolved_instances_True,,0.05,MIP-2016
sbs,10.0,par10,,716.34,MAXSAT15-PMS-INDU
sbs,10.0,number_unsolved_instances_False,,0.04,MAXSAT15-PMS-INDU
sbs,10.0,number_unsolved_instances_True,,0.04,MAXSAT15-PMS-INDU
oracle,10.0,par10,,39.95,MAXSAT15-PMS-INDU
oracle,10.0,par10,,71.5,QBF-2011
sbs,10.0,par10,,8391.24,QBF-2011
sbs,10.0,number_unsolved_instances_False,,0.23,QBF-2011
sbs,10.0,number_unsolved_instances_True,,0.23,QBF-2011
oracle,10.0,par10,,42.37,QBF-2014
sbs,10.0,par10,,1353.53,QBF-2014
sbs,10.0,number_unsolved_instances_False,,0.14,QBF-2014
sbs,10.0,number_unsolved_instances_True,,0.14,QBF-2014
oracle,10.0,par10,,110.37,CSP-MZN-2013
sbs,10.0,par10,,11430306.21,GRAPHS-2015
sbs,10.0,par10,,6719.94,CSP-MZN-2013
sbs,10.0,number_unsolved_instances_False,,0.01,GRAPHS-2015
sbs,10.0,number_unsolved_instances_False,,0.37,CSP-MZN-2013
sbs,10.0,number_unsolved_instances_True,,0.37,CSP-MZN-2013
sbs,10.0,number_unsolved_instances_True,,0.01,GRAPHS-2015
oracle,10.0,par10,,3.42,QBF-2016
sbs,10.0,par10,,2364.57,QBF-2016
oracle,10.0,par10,,344.11,SAT11-HAND
sbs,10.0,number_unsolved_instances_False,,0.13,QBF-2016
sbs,10.0,number_unsolved_instances_True,,0.13,QBF-2016
sbs,10.0,par10,,13043.69,SAT11-HAND
sbs,10.0,number_unsolved_instances_False,,0.25,SAT11-HAND
sbs,10.0,number_unsolved_instances_True,,0.25,SAT11-HAND
oracle,10.0,par10,,252.01,SAT11-INDU
sbs,10.0,par10,,7048.56,SAT11-INDU
sbs,10.0,number_unsolved_instances_False,,0.14,SAT11-INDU
sbs,10.0,number_unsolved_instances_True,,0.14,SAT11-INDU
oracle,10.0,par10,,173.1,SAT11-RAND
sbs,10.0,par10,,18759.2,SAT11-RAND
sbs,10.0,number_unsolved_instances_False,,0.38,SAT11-RAND
sbs,10.0,number_unsolved_instances_True,,0.38,SAT11-RAND
oracle,10.0,par10,,177.66,SAT12-HAND
sbs,10.0,par10,,3674.12,SAT12-HAND
sbs,10.0,number_unsolved_instances_False,,0.3,SAT12-HAND
sbs,10.0,number_unsolved_instances_True,,0.3,SAT12-HAND
oracle,10.0,par10,,294.4,SAT15-INDU
sbs,10.0,par10,,4245.48,SAT15-INDU
sbs,10.0,number_unsolved_instances_False,,0.1,SAT15-INDU
sbs,10.0,number_unsolved_instances_True,,0.1,SAT15-INDU
oracle,10.0,par10,,76.52,SAT12-INDU
sbs,10.0,par10,,1324.83,SAT12-INDU
sbs,10.0,par10,,8956.75,PROTEUS-2014
sbs,10.0,number_unsolved_instances_False,,0.25,PROTEUS-2014
sbs,10.0,number_unsolved_instances_False,,0.1,SAT12-INDU
sbs,10.0,number_unsolved_instances_True,,0.25,PROTEUS-2014
sbs,10.0,number_unsolved_instances_True,,0.1,SAT12-INDU
sbs,10.0,par10,,2938.46,SAT03-16_INDU
sbs,10.0,number_unsolved_instances_False,,0.06,SAT03-16_INDU
sbs,10.0,number_unsolved_instances_True,,0.08,SAT03-16_INDU
oracle,10.0,par10,,85.85,SAT12-ALL
sbs,10.0,par10,,2895.61,SAT12-ALL
sbs,10.0,number_unsolved_instances_False,,0.23,SAT12-ALL
oracle,10.0,par10,,54.96,SAT12-RAND
sbs,10.0,number_unsolved_instances_True,,0.23,SAT12-ALL
sbs,10.0,par10,,544.37,SAT12-RAND
sbs,10.0,number_unsolved_instances_False,,0.04,SAT12-RAND
sbs,10.0,number_unsolved_instances_True,,0.04,SAT12-RAND
sbs,8.0,par10,,161.79,TSP-LION2015
sbs,8.0,number_unsolved_instances_False,,0.01,TSP-LION2015
sbs,8.0,number_unsolved_instances_True,,0.0,TSP-LION2015
sbs,9.0,par10,,45.34,TSP-LION2015
sbs,9.0,number_unsolved_instances_False,,0.0,TSP-LION2015
sbs,9.0,number_unsolved_instances_True,,0.0,TSP-LION2015
sbs,10.0,par10,,156.12,TSP-LION2015
sbs,10.0,number_unsolved_instances_False,,0.01,TSP-LION2015
sbs,10.0,number_unsolved_instances_True,,0.0,TSP-LION2015
oracle,1.0,par10,,280.63,CPMP-2015
oracle,2.0,par10,,233.74,CPMP-2015
oracle,3.0,par10,,215.57,CPMP-2015
oracle,1.0,par10,,195.98,BNSL-2016
oracle,2.0,par10,,175.22,BNSL-2016
oracle,3.0,par10,,269.82,BNSL-2016
oracle,1.0,par10,,24.75,ASP-POTASSCO
oracle,2.0,par10,,11.2,ASP-POTASSCO
oracle,3.0,par10,,18.07,ASP-POTASSCO
oracle,4.0,par10,,134.69,CPMP-2015
oracle,4.0,par10,,223.72,BNSL-2016
oracle,4.0,par10,,23.41,ASP-POTASSCO
oracle,2.0,par10,,329.09,SAT03-16_INDU
oracle,2.0,par10,,426331.1,GRAPHS-2015
oracle,1.0,par10,,224314.0,GRAPHS-2015
oracle,1.0,par10,,289.79,SAT03-16_INDU
oracle,5.0,par10,,263.42,CPMP-2015
oracle,3.0,par10,,418550.49,GRAPHS-2015
oracle,5.0,par10,,305.73,BNSL-2016
oracle,3.0,par10,,288.38,SAT03-16_INDU
oracle,5.0,par10,,14.94,ASP-POTASSCO
oracle,4.0,par10,,560384.1,GRAPHS-2015
oracle,6.0,par10,,273.38,CPMP-2015
oracle,2.0,par10,,18.68,PROTEUS-2014
oracle,1.0,par10,,12.42,PROTEUS-2014
oracle,6.0,par10,,154.67,BNSL-2016
oracle,6.0,par10,,26.1,ASP-POTASSCO
oracle,4.0,par10,,386.59,SAT03-16_INDU
oracle,3.0,par10,,27.82,PROTEUS-2014
oracle,7.0,par10,,171.49,CPMP-2015
oracle,7.0,par10,,188.85,BNSL-2016
oracle,4.0,par10,,20.46,PROTEUS-2014
oracle,7.0,par10,,29.84,ASP-POTASSCO
oracle,5.0,par10,,111378.25,GRAPHS-2015
oracle,5.0,par10,,306.58,SAT03-16_INDU
oracle,6.0,par10,,191965.69,GRAPHS-2015
oracle,8.0,par10,,24.29,ASP-POTASSCO
oracle,8.0,par10,,159.32,CPMP-2015
oracle,8.0,par10,,229.85,BNSL-2016
oracle,6.0,par10,,346.35,SAT03-16_INDU
oracle,5.0,par10,,18.89,PROTEUS-2014
oracle,7.0,par10,,502162.8,GRAPHS-2015
oracle,7.0,par10,,277.76,SAT03-16_INDU
oracle,9.0,par10,,207.27,CPMP-2015
oracle,9.0,par10,,15.51,ASP-POTASSCO
oracle,6.0,par10,,38.5,PROTEUS-2014
oracle,9.0,par10,,201.65,BNSL-2016
oracle,7.0,par10,,42.96,PROTEUS-2014
oracle,8.0,par10,,341702.35,GRAPHS-2015
oracle,8.0,par10,,333.03,SAT03-16_INDU
oracle,10.0,par10,,336.24,CPMP-2015
oracle,10.0,par10,,25.25,ASP-POTASSCO
oracle,10.0,par10,,253.03,BNSL-2016
oracle,8.0,par10,,12.71,PROTEUS-2014
oracle,9.0,par10,,128843.91,GRAPHS-2015
oracle,9.0,par10,,325.64,SAT03-16_INDU
oracle,9.0,par10,,19.39,PROTEUS-2014
oracle,10.0,par10,,486833.08,GRAPHS-2015
oracle,10.0,par10,,197.05,SAT03-16_INDU
oracle,10.0,par10,,51.22,PROTEUS-2014
oracle,3.0,par10,,28.89,TSP-LION2015
oracle,1.0,par10,,14.48,TSP-LION2015
oracle,2.0,par10,,18.52,TSP-LION2015
oracle,4.0,par10,,21.34,TSP-LION2015
oracle,5.0,par10,,18.02,TSP-LION2015
oracle,6.0,par10,,17.06,TSP-LION2015
oracle,7.0,par10,,17.22,TSP-LION2015
oracle,8.0,par10,,16.61,TSP-LION2015
oracle,9.0,par10,,18.32,TSP-LION2015
oracle,10.0,par10,,14.78,TSP-LION2015
